image_id,gt_id,class_id,width,height,area,equivalent_side,size_bin,stratum,sampling_weight,normalized_kappa,shift_pixels,shift_pixels_x,shift_pixels_y,o2o_active,o2o_runner,o2o_margin,o2m_rank,o2m_runner,o2m_margin,o2m_positive_count,q_active,active_ciou,active_class_score,active_stride,legal_directions,o2o_fragile,o2m_fragile,o2o_flip_rate,o2m_flip_rate,common_valid_margin
0000170_00401_d_0000001__160_0,28,6,18.0,26.0,468.0,21.633307652783937,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,11582,6264,0.12541003971018036,6164,11582,0.15029195387012698,7,0.043992780148983,0.8139022588729858,0.022903181612491608,16,4,1,0,0.25,0.0,1
0000170_00401_d_0000001__160_0,29,6,14.0,17.0,238.0,15.427248620541512,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,6161,6261,0.626449127690861,6161,6261,0.4936844958948853,3,0.025998897850513458,0.6287819743156433,0.17697378993034363,8,4,0,0,0.0,0.0,1
0000170_00401_d_0000001__160_0,30,6,14.0,12.0,168.0,12.96148139681572,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,5756,5656,0.47008391842623926,5756,5656,0.8753580157776227,2,8.648328844174102e-07,0.14349673688411713,0.009812058880925179,8,4,0,0,0.0,0.0,1
0000170_00401_d_0000001__160_0,31,6,14.0,31.0,434.0,20.83266665599966,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,6055,5955,0.5238319568080672,6155,11527,0.015028219347869782,3,0.002713079797104001,0.4452511966228485,0.12124504148960114,8,4,0,1,0.0,0.5,1
0000170_00401_d_0000001__160_0,32,6,18.0,33.0,594.0,24.372115213907882,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,5953,5853,0.8602900931516597,5853,11476,0.5324920689901289,8,0.09562844038009644,0.7162198424339294,0.5019009113311768,8,4,0,0,0.0,0.0,1
0000170_00401_d_0000001__160_0,33,6,10.99993896484375,32.0,351.998046875,18.761610988265375,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,5951,11475,0.5597914188737321,5951,11475,0.021355846315622325,5,0.10389892756938934,0.7495776414871216,0.34310150146484375,8,4,1,1,0.25,0.75,1
0000170_00401_d_0000001__160_0,34,6,14.0,32.0,448.0,21.166010488516726,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,5650,5750,0.6522298512619525,5650,11425,0.1511015745416005,5,0.19376109540462494,0.8283087611198425,0.3599366247653961,8,4,0,1,0.0,0.25,1
0000170_00401_d_0000001__160_0,35,6,10.0,26.00006103515625,260.0006103515625,16.124534422784507,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,5546,5646,0.9131258985587437,12836,5546,0.2018439520861751,4,0.07477976381778717,0.6642192006111145,0.7582826018333435,8,4,0,1,0.0,0.25,1
0000170_00401_d_0000001__160_0,36,6,10.0,26.00006103515625,260.0006103515625,16.124534422784507,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,5348,5248,0.9282512542623648,11324,5348,0.11538016063295953,6,0.19390550255775452,0.7933230996131897,0.6050329208374023,8,4,0,1,0.0,0.25,1
0000170_00401_d_0000001__160_0,37,6,10.0,16.0,160.0,12.649110640673518,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,5449,11374,0.7661811287213424,5449,11374,0.2739804004571684,2,0.013570993207395077,0.5465514659881592,0.25920921564102173,8,4,0,1,0.0,0.25,1
0000170_00401_d_0000001__160_0,38,6,10.0,26.00006103515625,260.0006103515625,16.124534422784507,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,5350,5450,0.870617225521488,12837,5350,0.09163458448556452,4,0.267103374004364,0.8514427542686462,0.4914657175540924,8,4,0,1,0.0,0.5,1
0000170_00401_d_0000001__160_0,39,6,11.0,14.0,154.0,12.409673645990857,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,,,,5552,5652,0.9837265335536787,0,,,,,4,0,0,0.0,0.0,0
0000170_00401_d_0000001__160_0,40,6,11.0,25.0,275.0,16.583123951777,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,5552,5452,0.9990909125028716,5552,11376,0.9994782145128196,1,4.037313556182198e-05,0.2964603006839752,0.003536603879183531,8,4,0,0,0.0,0.0,1
0000170_00401_d_0000001__160_0,41,6,6.00006103515625,18.0,108.0010986328125,10.392357703274676,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,5356,5456,0.663951575152347,5356,,,1,4.018467734567821e-06,0.18284890055656433,0.011561461724340916,8,4,1,1,0.25,0.5,0
0000170_00401_d_0000001__160_0,42,6,10.99993896484375,22.0,241.9986572265625,15.556306027671303,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,5254,11327,0.9999998086991054,5254,11327,0.9999956669632172,1,0.004220869857817888,0.5242139101028442,0.04137151315808296,8,4,1,1,0.25,0.5,1
0000170_00401_d_0000001__160_0,45,6,10.0,22.0,220.0,14.832396974191326,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,4946,11223,0.5240464703077639,4946,11223,0.35672185606178103,2,0.11625200510025024,0.8259608745574951,0.13405629992485046,8,4,1,0,0.25,0.0,1
0000170_00401_d_0000001__160_0,46,6,10.0,22.0,220.0,14.832396974191326,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,4845,4945,0.908217964974532,4845,4945,0.30902397585512975,5,0.20610208809375763,0.8325059413909912,0.38328051567077637,8,4,1,1,0.25,0.25,1
0000170_00401_d_0000001__160_0,47,6,10.0,22.0,220.0,14.832396974191326,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,4647,4747,0.6850147374423101,4647,4747,0.3008983835979261,3,0.009887020103633404,0.5466675162315369,0.13723081350326538,8,4,0,1,0.0,0.25,1
0000170_00401_d_0000001__160_0,48,6,8.0,22.0,176.0,13.2664991614216,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,4646,12786,0.8659611868568532,12786,4646,0.12525618966919216,3,0.013160265050828457,0.5629822015762329,0.17084148526191711,8,4,1,1,0.25,0.25,1
0000170_00401_d_0000001__160_0,49,6,9.00006103515625,16.0,144.0009765625,12.00004069003518,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,4751,4851,0.9924195836371691,4751,4851,0.998845909335428,2,5.557639087783173e-05,0.24686479568481445,0.0602935366332531,8,4,1,1,0.25,0.25,1
0000170_00401_d_0000001__160_0,54,5,50.0,19.0,950.0,30.822070014844883,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,4950,11225,0.9413260968933,11225,4951,0.017121941759463948,10,0.24505674839019775,0.8075852394104004,0.7803202271461487,8,4,0,1,0.0,0.75,1
0000170_00401_d_0000001__160_0,55,5,20.0,28.0,560.0,23.664319132398465,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,4351,4450,0.8555879639112081,4251,11075,0.33043007425804977,10,0.266243577003479,0.864354133605957,0.40762215852737427,8,4,0,1,0.0,0.25,1
0000170_00401_d_0000001__160_0,56,5,35.0,26.0,910.0,30.166206257996713,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,4448,4447,0.14925268600829614,4447,11123,0.2696574998618428,10,0.08021063357591629,0.8345489501953125,0.05636923015117645,8,4,1,1,0.5,0.25,1
0000170_00401_d_0000001__160_0,57,5,30.0,16.0,480.0,21.908902300206645,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,4347,4248,0.6899897386619832,4346,4347,0.653779987859844,5,0.011917808093130589,0.618176281452179,0.045608390122652054,8,4,1,0,0.25,0.0,1
0000170_00401_d_0000001__160_0,58,6,8.0,20.0,160.0,12.649110640673518,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,4344,4244,0.9365093356317838,4244,4344,0.05059010351798117,3,0.20422616600990295,0.8140236735343933,0.492695152759552,8,4,1,1,0.25,0.25,1
0000170_00401_d_0000001__160_0,59,6,6.0,16.0,96.0,9.797958971132712,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,4246,4247,0.961585051099287,4246,4247,0.7671300283032787,1,0.0031640122178941965,0.5084118843078613,0.03356510400772095,8,4,1,1,0.25,0.25,1
0000170_00401_d_0000001__160_0,61,5,13.99993896484375,13.999954223632812,195.99850464146584,13.999946594236203,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,3239,10819,0.976485476271977,3239,10819,0.051146753115527355,2,0.0924302414059639,0.6857637166976929,0.7898308038711548,8,4,0,0,0.0,0.0,1
0000170_00401_d_0000001__160_0,63,5,14.0,20.0,280.0,16.73320053068151,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,3436,10868,-145.2901688208747,10868,3536,0.09698993370554167,1,2.1281148292473517e-06,0.14961832761764526,0.03598923608660698,8,4,0,0,0.0,0.0,1
0000170_00401_d_0000001__160_0,66,5,8.0,13.000030517578125,104.000244140625,10.198050997157496,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,3141,3041,0.7987377863296491,3141,3041,0.24708729979229085,2,0.02670539729297161,0.6907311677932739,0.060462962836027145,8,4,1,1,0.25,0.5,1
0000170_00401_d_0000001__160_0,72,5,22.0,24.0,528.0,22.978250586152114,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,4039,4139,0.9964096232937958,4039,4038,0.03184355697204681,10,0.5515552759170532,0.9152482151985168,0.8804636597633362,8,4,0,1,0.0,1.0,1
0000170_00401_d_0000001__160_0,73,5,13.000030517578125,20.0,260.0006103515625,16.124534422784507,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,4230,4330,0.9392152800681676,4330,4329,0.03669597632430774,6,0.07709657400846481,0.678556501865387,0.6237894296646118,8,4,0,0,0.0,0.0,1
0000170_00401_d_0000001__160_0,74,5,11.0,11.0,121.0,11.0,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,2736,10668,0.9978206524792872,2736,10668,0.4772153741909204,2,0.13456904888153076,0.7372825145721436,0.7019128203392029,8,4,0,0,0.0,0.0,1
0000174_01601_d_0000001__0_0,2,5,28.0,28.0,784.0,28.0,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,4159,4259,0.9957852996081555,4159,4259,0.025462135672510895,10,0.3784695267677307,0.8593836426734924,0.8827075362205505,8,4,0,1,0.0,0.5,1
0000174_01601_d_0000001__0_0,3,5,24.0,22.0,528.0,22.978250586152114,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,3663,3563,0.9872496375551514,3564,3663,0.09371904429990122,10,0.15220527350902557,0.7392389178276062,0.8698443174362183,8,4,0,0,0.0,0.0,1
0000174_01601_d_0000001__0_0,5,5,14.0,13.999969482421875,195.99957275390625,13.999984741202622,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,2955,10727,0.9587999554605532,2955,2956,0.04340507791869767,3,0.24221022427082062,0.8055998682975769,0.7851492762565613,8,4,0,1,0.0,0.75,1
0000174_01601_d_0000001__0_0,6,5,18.0,22.0,396.0,19.8997487421324,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,3558,3557,0.9964850853916937,3557,3658,0.012836812115551384,7,0.4389701187610626,0.883198618888855,0.8554001450538635,8,4,0,1,0.0,0.75,1
0000174_01601_d_0000001__0_0,8,5,14.0,16.0,224.0,14.966629547095765,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,3051,2951,0.9184325355819093,3051,2951,0.3942605204567401,3,0.05265914276242256,0.6865072846412659,0.25304970145225525,8,4,0,0,0.0,0.0,1
0000174_01601_d_0000001__0_0,9,6,16.0,36.0,576.0,24.0,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,6141,6041,0.38591291415193973,6140,6041,0.03247853502456968,10,0.21988551318645477,0.8100866675376892,0.6053623557090759,8,4,0,1,0.0,0.25,1
0000174_01601_d_0000001__0_0,14,6,6.0,12.0,72.0,8.48528137423857,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,3054,10777,0.8996744290779315,3054,10777,0.4215722618475327,2,0.07968897372484207,0.7799789905548096,0.12525688111782074,8,4,0,1,0.0,0.25,1
0000174_01601_d_0000001__0_0,16,6,6.00006103515625,14.0,84.0008544921875,9.165198006163724,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,3453,3454,0.2375846186667261,12713,3453,0.260418473232182,4,0.04078865051269531,0.7211927175521851,0.0840354785323143,8,4,1,1,0.25,0.5,1
0000174_01601_d_0000001__0_0,17,6,6.00006103515625,14.0,84.0008544921875,9.165198006163724,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,3552,3452,0.45510045435821916,3552,3452,0.6613989743537743,3,0.05799555778503418,0.7937567234039307,0.05377006158232689,8,4,1,0,0.5,0.0,1
0000174_01601_d_0000001__0_0,18,6,8.0,14.0,112.0,10.583005244258363,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,3853,12738,0.5856012331733921,3853,12738,0.7086192617049182,3,0.04578424617648125,0.784142255783081,0.038787685334682465,8,4,1,1,0.5,0.25,1
0000181_00889_d_0000030__0_0,1,6,22.0,34.0,748.0,27.349588662354687,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,4863,4663,0.021971824399355182,4864,4863,0.14559866866888088,3,0.07902656495571136,0.8697983622550964,0.0333060584962368,8,4,0,1,0.0,0.5,1
0000181_00889_d_0000030__0_0,2,6,20.0,30.0,600.0,24.49489742783178,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,4663,4662,0.8649455072404321,4664,4763,0.0028741748628021983,9,0.1934523582458496,0.7773186564445496,0.7690577507019043,8,4,0,1,0.0,0.75,1
0000181_00889_d_0000030__0_0,5,6,8.0,11.999969482421875,95.999755859375,9.797946512375693,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,,,,2632,,,0,,,,,4,1,1,0.25,0.5,0
0000181_00889_d_0000030__0_0,6,5,18.0,26.0,468.0,21.633307652783937,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,2633,2632,0.9123830352592017,2633,2632,0.13913421754673339,10,0.515964925289154,0.9150893688201904,0.7721083164215088,8,4,0,1,0.0,0.5,1
0000181_00889_d_0000030__0_0,7,5,16.0,26.0,416.0,20.396078054371138,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,2965,2865,0.988101732634057,2965,2865,0.020614086926306056,10,0.3514241874217987,0.8522723317146301,0.840857982635498,8,4,0,1,0.0,0.5,1
0000181_00889_d_0000030__0_0,8,6,6.0,11.999969482421875,71.99981689453125,8.485270584638492,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,3061,3060,0.1744671700898671,3060,2960,0.4825667581273031,2,0.0013103638775646687,0.4587389826774597,0.019769519567489624,8,4,0,1,0.0,0.25,1
0000181_00889_d_0000030__0_0,9,6,10.0,21.999969482421875,219.99969482421875,14.83238668671427,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,2960,3060,0.9057799890587974,10730,2960,0.018188845497145983,4,0.19423964619636536,0.8068383932113647,0.4957207441329956,8,4,0,1,0.0,0.5,1
0000181_00889_d_0000030__0_0,10,6,8.0,16.0,128.0,11.313708498984761,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,2962,2862,0.5109512552908259,2962,10731,0.4057526092573852,3,0.059938833117485046,0.7819950580596924,0.0687018483877182,8,4,1,0,0.25,0.0,1
0000181_00889_d_0000030__0_0,11,5,24.0,21.999969482421875,527.999267578125,22.978234648861193,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,2760,2661,0.8422161592307843,10680,2661,0.1698785183407765,6,0.04182855784893036,0.6095054745674133,0.6656017303466797,8,4,0,1,0.0,0.5,1
0000181_00889_d_0000030__0_0,12,5,18.0,18.0,324.0,18.0,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,2361,2360,0.44708196481125234,2360,2361,0.4184594084057148,5,0.04137665033340454,0.7174803614616394,0.0920005515217781,8,4,0,0,0.0,0.0,1
0000181_00889_d_0000030__0_0,13,6,8.0,16.0,128.0,11.313708498984761,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,2108,2208,0.9944883727733558,2108,2208,0.9691767263883356,2,1.171938765764935e-05,0.36800119280815125,2.226481774414424e-05,8,4,0,0,0.0,0.0,1
0000181_00889_d_0000030__0_0,14,5,26.0,12.0,312.0,17.663521732655695,s_16_32,t_and_s,44.130434782608695,,1.0,1.0,1.0,1707,1708,0.82183415042261,1706,1707,0.031492367893555084,6,0.0002138415293302387,0.5705118179321289,3.845991886919364e-05,8,4,0,1,0.0,0.5,1
0000181_00889_d_0000030__0_0,15,6,6.0,18.0,108.0,10.392304845413264,t_8_16,t_and_s,44.130434782608695,,1.0,1.0,1.0,2236,2336,0.9305144465037052,2236,10568,0.8560481953672359,3,0.012665700167417526,0.5542001128196716,0.19109930098056793,8,4,1,1,0.25,0.25,1
