image_id,gt_id,class_id,x1,y1,x2,y2,width,height,area,size_bin,perturbation,o2m_rank_candidate_0,o2m_rank_runner_up_0,o2m_rank_candidate_p,o2m_rank_flip,o2m_rank_margin_0,o2m_positive_count_0,o2m_positive_count_p,o2m_set_jaccard,stride_0,stride_p,stride_flip,valid_perturbations
0000170_00401_d_0000001__160_0,3,6,121.0,442.0,139.0,474.0,18.0,32.0,576.0,s_16_32,left_1px,5816,5715,5715,1,0.170837477288348,9,10,0.9,8,8,0,4
0000170_00401_d_0000001__160_0,3,6,121.0,442.0,139.0,474.0,18.0,32.0,576.0,s_16_32,right_1px,5816,5715,5816,0,0.170837477288348,9,9,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,3,6,121.0,442.0,139.0,474.0,18.0,32.0,576.0,s_16_32,up_1px,5816,5715,5816,0,0.170837477288348,9,9,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,3,6,121.0,442.0,139.0,474.0,18.0,32.0,576.0,s_16_32,down_1px,5816,5715,5816,0,0.170837477288348,9,9,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,4,6,117.0,455.0,141.0,479.0,24.0,24.0,576.0,s_16_32,left_1px,5916,5815,5916,0,0.6168281160084768,4,3,0.75,8,8,0,4
0000170_00401_d_0000001__160_0,4,6,117.0,455.0,141.0,479.0,24.0,24.0,576.0,s_16_32,right_1px,5916,5815,5916,0,0.6168281160084768,4,4,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,4,6,117.0,455.0,141.0,479.0,24.0,24.0,576.0,s_16_32,up_1px,5916,5815,5916,0,0.6168281160084768,4,4,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,4,6,117.0,455.0,141.0,479.0,24.0,24.0,576.0,s_16_32,down_1px,5916,5815,5916,0,0.6168281160084768,4,5,0.8,8,8,0,4
0000170_00401_d_0000001__160_0,6,6,27.999998092651367,402.0,38.0,420.0,10.000001907348633,18.0,180.0000343322754,t_8_16,left_1px,5104,5004,5003,1,0.04630965066244852,2,4,0.5,8,8,0,4
0000170_00401_d_0000001__160_0,6,6,27.999998092651367,402.0,38.0,420.0,10.000001907348633,18.0,180.0000343322754,t_8_16,right_1px,5104,5004,5104,0,0.04630965066244852,2,2,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,6,6,27.999998092651367,402.0,38.0,420.0,10.000001907348633,18.0,180.0000343322754,t_8_16,up_1px,5104,5004,5104,0,0.04630965066244852,2,2,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,6,6,27.999998092651367,402.0,38.0,420.0,10.000001907348633,18.0,180.0000343322754,t_8_16,down_1px,5104,5004,5204,1,0.04630965066244852,2,3,0.6666666666666666,8,8,0,4
0000170_00401_d_0000001__160_0,8,6,129.0,391.0,139.0,405.0,10.0,14.0,140.0,t_8_16,left_1px,4916,5016,5016,1,0.27339114080447097,3,3,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,8,6,129.0,391.0,139.0,405.0,10.0,14.0,140.0,t_8_16,right_1px,4916,5016,4916,0,0.27339114080447097,3,3,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,8,6,129.0,391.0,139.0,405.0,10.0,14.0,140.0,t_8_16,up_1px,4916,5016,4916,0,0.27339114080447097,3,2,0.6666666666666666,8,8,0,4
0000170_00401_d_0000001__160_0,8,6,129.0,391.0,139.0,405.0,10.0,14.0,140.0,t_8_16,down_1px,4916,5016,4916,0,0.27339114080447097,3,2,0.6666666666666666,8,8,0,4
0000170_00401_d_0000001__160_0,9,6,140.0,383.0000305175781,150.0,401.0000305175781,10.0,18.0,180.0,t_8_16,left_1px,4818,4918,4817,1,0.42194777484244517,3,4,0.75,8,8,0,4
0000170_00401_d_0000001__160_0,9,6,140.0,383.0000305175781,150.0,401.0000305175781,10.0,18.0,180.0,t_8_16,right_1px,4818,4918,4818,0,0.42194777484244517,3,3,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,9,6,140.0,383.0000305175781,150.0,401.0000305175781,10.0,18.0,180.0,t_8_16,up_1px,4818,4918,4818,0,0.42194777484244517,3,3,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,9,6,140.0,383.0000305175781,150.0,401.0000305175781,10.0,18.0,180.0,t_8_16,down_1px,4818,4918,4818,0,0.42194777484244517,3,3,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,10,6,125.00000762939453,376.0,135.0,398.0,9.999992370605469,22.0,219.9998321533203,t_8_16,left_1px,4816,4716,4816,0,0.7523603286534465,2,2,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,10,6,125.00000762939453,376.0,135.0,398.0,9.999992370605469,22.0,219.9998321533203,t_8_16,right_1px,4816,4716,4816,0,0.7523603286534465,2,2,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,10,6,125.00000762939453,376.0,135.0,398.0,9.999992370605469,22.0,219.9998321533203,t_8_16,up_1px,4816,4716,4816,0,0.7523603286534465,2,2,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,10,6,125.00000762939453,376.0,135.0,398.0,9.999992370605469,22.0,219.9998321533203,t_8_16,down_1px,4816,4716,4816,0,0.7523603286534465,2,2,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,11,6,96.0,368.0,108.0,384.0,12.0,16.0,192.0,t_8_16,left_1px,4712,4612,4712,0,0.6836493205858196,3,3,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,11,6,96.0,368.0,108.0,384.0,12.0,16.0,192.0,t_8_16,right_1px,4712,4612,4712,0,0.6836493205858196,3,5,0.6,8,8,0,4
0000170_00401_d_0000001__160_0,11,6,96.0,368.0,108.0,384.0,12.0,16.0,192.0,t_8_16,up_1px,4712,4612,4712,0,0.6836493205858196,3,3,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,11,6,96.0,368.0,108.0,384.0,12.0,16.0,192.0,t_8_16,down_1px,4712,4612,4712,0,0.6836493205858196,3,3,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,12,5,153.0,350.0,179.0,380.0,26.0,30.0,780.0,s_16_32,left_1px,4620,4421,4620,0,0.20068739798280866,10,10,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,12,5,153.0,350.0,179.0,380.0,26.0,30.0,780.0,s_16_32,right_1px,4620,4421,4521,1,0.20068739798280866,10,10,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,12,5,153.0,350.0,179.0,380.0,26.0,30.0,780.0,s_16_32,up_1px,4620,4421,4620,0,0.20068739798280866,10,10,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,12,5,153.0,350.0,179.0,380.0,26.0,30.0,780.0,s_16_32,down_1px,4620,4421,4619,1,0.20068739798280866,10,10,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,14,6,216.0,363.0,228.0,381.0,12.0,18.0,216.0,t_8_16,left_1px,4727,4627,4727,0,0.26342263911500824,3,4,0.75,8,8,0,4
0000170_00401_d_0000001__160_0,14,6,216.0,363.0,228.0,381.0,12.0,18.0,216.0,t_8_16,right_1px,4727,4627,4727,0,0.26342263911500824,3,6,0.5,8,8,0,4
0000170_00401_d_0000001__160_0,14,6,216.0,363.0,228.0,381.0,12.0,18.0,216.0,t_8_16,up_1px,4727,4627,4627,1,0.26342263911500824,3,2,0.6666666666666666,8,8,0,4
0000170_00401_d_0000001__160_0,14,6,216.0,363.0,228.0,381.0,12.0,18.0,216.0,t_8_16,down_1px,4727,4627,4727,0,0.26342263911500824,3,2,0.6666666666666666,8,8,0,4
0000170_00401_d_0000001__160_0,15,6,252.0,335.0,260.0,351.0,8.0,16.0,128.0,t_8_16,left_1px,,,4331,1,,0,2,0.0,,8,1,4
0000170_00401_d_0000001__160_0,15,6,252.0,335.0,260.0,351.0,8.0,16.0,128.0,t_8_16,right_1px,,,4332,1,,0,2,0.0,,8,1,4
0000170_00401_d_0000001__160_0,15,6,252.0,335.0,260.0,351.0,8.0,16.0,128.0,t_8_16,up_1px,,,,0,,0,0,1.0,,,0,4
0000170_00401_d_0000001__160_0,15,6,252.0,335.0,260.0,351.0,8.0,16.0,128.0,t_8_16,down_1px,,,,0,,0,0,1.0,,,0,4
0000170_00401_d_0000001__160_0,16,6,237.0,333.0,246.0,345.0,9.0,12.0,108.0,t_8_16,left_1px,12757,4230,12757,0,0.5608060090578721,2,1,0.5,32,32,0,4
0000170_00401_d_0000001__160_0,16,6,237.0,333.0,246.0,345.0,9.0,12.0,108.0,t_8_16,right_1px,12757,4230,12757,0,0.5608060090578721,2,2,1.0,32,32,0,4
0000170_00401_d_0000001__160_0,16,6,237.0,333.0,246.0,345.0,9.0,12.0,108.0,t_8_16,up_1px,12757,4230,12757,0,0.5608060090578721,2,2,1.0,32,32,0,4
0000170_00401_d_0000001__160_0,16,6,237.0,333.0,246.0,345.0,9.0,12.0,108.0,t_8_16,down_1px,12757,4230,12757,0,0.5608060090578721,2,2,1.0,32,32,0,4
0000170_00401_d_0000001__160_0,17,6,243.0,312.0,251.0,324.0,8.0,12.0,96.0,t_8_16,left_1px,3930,,3930,0,,1,1,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,17,6,243.0,312.0,251.0,324.0,8.0,12.0,96.0,t_8_16,right_1px,3930,,,1,,1,0,0.0,8,,1,4
0000170_00401_d_0000001__160_0,17,6,243.0,312.0,251.0,324.0,8.0,12.0,96.0,t_8_16,up_1px,3930,,10965,1,,1,2,0.5,8,16,1,4
0000170_00401_d_0000001__160_0,17,6,243.0,312.0,251.0,324.0,8.0,12.0,96.0,t_8_16,down_1px,3930,,3930,0,,1,2,0.5,8,8,0,4
0000170_00401_d_0000001__160_0,18,6,318.0,352.0,332.0,365.0,14.0,13.0,182.0,t_8_16,left_1px,4540,11120,4540,0,0.38503526279721995,1,1,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,18,6,318.0,352.0,332.0,365.0,14.0,13.0,182.0,t_8_16,right_1px,4540,11120,4540,0,0.38503526279721995,1,3,0.3333333333333333,8,8,0,4
0000170_00401_d_0000001__160_0,18,6,318.0,352.0,332.0,365.0,14.0,13.0,182.0,t_8_16,up_1px,4540,11120,11120,1,0.38503526279721995,1,0,0.0,8,16,1,4
0000170_00401_d_0000001__160_0,18,6,318.0,352.0,332.0,365.0,14.0,13.0,182.0,t_8_16,down_1px,4540,11120,4540,0,0.38503526279721995,1,1,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,19,6,322.0,348.0,332.0,362.0,10.0,14.0,140.0,t_8_16,left_1px,4440,11120,4440,0,0.34390811147908396,2,2,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,19,6,322.0,348.0,332.0,362.0,10.0,14.0,140.0,t_8_16,right_1px,4440,11120,4441,1,0.34390811147908396,2,3,0.6666666666666666,8,8,0,4
0000170_00401_d_0000001__160_0,19,6,322.0,348.0,332.0,362.0,10.0,14.0,140.0,t_8_16,up_1px,4440,11120,4340,1,0.34390811147908396,2,3,0.6666666666666666,8,8,0,4
0000170_00401_d_0000001__160_0,19,6,322.0,348.0,332.0,362.0,10.0,14.0,140.0,t_8_16,down_1px,4440,11120,11120,1,0.34390811147908396,2,2,1.0,8,16,1,4
0000170_00401_d_0000001__160_0,20,6,340.0,349.0,352.0,367.0,12.0,18.0,216.0,t_8_16,left_1px,4543,4443,4543,0,0.037087224881987395,3,5,0.6,8,8,0,4
0000170_00401_d_0000001__160_0,20,6,340.0,349.0,352.0,367.0,12.0,18.0,216.0,t_8_16,right_1px,4543,4443,4543,0,0.037087224881987395,3,3,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,20,6,340.0,349.0,352.0,367.0,12.0,18.0,216.0,t_8_16,up_1px,4543,4443,4443,1,0.037087224881987395,3,3,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,20,6,340.0,349.0,352.0,367.0,12.0,18.0,216.0,t_8_16,down_1px,4543,4443,4543,0,0.037087224881987395,3,3,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,21,6,341.0,337.0,349.0,347.0,8.0,10.0,80.0,t_8_16,left_1px,11071,4243,11071,0,0.022709430269250395,2,1,0.5,16,16,0,4
0000170_00401_d_0000001__160_0,21,6,341.0,337.0,349.0,347.0,8.0,10.0,80.0,t_8_16,right_1px,11071,4243,4243,1,0.022709430269250395,2,2,1.0,16,8,1,4
0000170_00401_d_0000001__160_0,21,6,341.0,337.0,349.0,347.0,8.0,10.0,80.0,t_8_16,up_1px,11071,4243,4243,1,0.022709430269250395,2,2,1.0,16,8,1,4
0000170_00401_d_0000001__160_0,21,6,341.0,337.0,349.0,347.0,8.0,10.0,80.0,t_8_16,down_1px,11071,4243,11071,0,0.022709430269250395,2,2,1.0,16,16,0,4
0000170_00401_d_0000001__160_0,22,6,343.0,268.0,351.0,276.0,8.0,8.0,64.0,t_8_16,left_1px,,,,0,,0,0,1.0,,,0,4
0000170_00401_d_0000001__160_0,22,6,343.0,268.0,351.0,276.0,8.0,8.0,64.0,t_8_16,right_1px,,,,0,,0,0,1.0,,,0,4
0000170_00401_d_0000001__160_0,22,6,343.0,268.0,351.0,276.0,8.0,8.0,64.0,t_8_16,up_1px,,,3343,1,,0,1,0.0,,8,1,4
0000170_00401_d_0000001__160_0,22,6,343.0,268.0,351.0,276.0,8.0,8.0,64.0,t_8_16,down_1px,,,3443,1,,0,1,0.0,,8,1,4
0000170_00401_d_0000001__160_0,24,6,329.0,491.0,349.0,525.0,20.0,34.0,680.0,s_16_32,left_1px,6442,6243,6442,0,0.7033738831772913,9,8,0.7,8,8,0,4
0000170_00401_d_0000001__160_0,24,6,329.0,491.0,349.0,525.0,20.0,34.0,680.0,s_16_32,right_1px,6442,6243,6442,0,0.7033738831772913,9,8,0.8888888888888888,8,8,0,4
0000170_00401_d_0000001__160_0,24,6,329.0,491.0,349.0,525.0,20.0,34.0,680.0,s_16_32,up_1px,6442,6243,6442,0,0.7033738831772913,9,9,0.8,8,8,0,4
0000170_00401_d_0000001__160_0,24,6,329.0,491.0,349.0,525.0,20.0,34.0,680.0,s_16_32,down_1px,6442,6243,6442,0,0.7033738831772913,9,8,0.7,8,8,0,4
0000170_00401_d_0000001__160_0,25,6,335.0,500.0,349.0,524.0,14.0,24.0,336.0,s_16_32,left_1px,6442,11621,6442,0,0.8398787626923868,4,2,0.5,8,8,0,4
0000170_00401_d_0000001__160_0,25,6,335.0,500.0,349.0,524.0,14.0,24.0,336.0,s_16_32,right_1px,6442,11621,6442,0,0.8398787626923868,4,4,1.0,8,8,0,4
0000170_00401_d_0000001__160_0,25,6,335.0,500.0,349.0,524.0,14.0,24.0,336.0,s_16_32,up_1px,6442,11621,6442,0,0.8398787626923868,4,7,0.5714285714285714,8,8,0,4
0000170_00401_d_0000001__160_0,25,6,335.0,500.0,349.0,524.0,14.0,24.0,336.0,s_16_32,down_1px,6442,11621,6442,0,0.8398787626923868,4,6,0.6666666666666666,8,8,0,4
0000170_00401_d_0000001__160_0,26,6,577.0,519.0,591.0,539.0,14.0,20.0,280.0,s_16_32,left_1px,11686,6673,11686,0,0.250656129489832,6,6,1.0,16,16,0,4
0000170_00401_d_0000001__160_0,26,6,577.0,519.0,591.0,539.0,14.0,20.0,280.0,s_16_32,right_1px,11686,6673,11686,0,0.250656129489832,6,6,1.0,16,16,0,4
0000170_00401_d_0000001__160_0,26,6,577.0,519.0,591.0,539.0,14.0,20.0,280.0,s_16_32,up_1px,11686,6673,11686,0,0.250656129489832,6,6,1.0,16,16,0,4
