dataset_index,image_id,stratum,inclusion_probability,sampling_weight
481,0000342_00393_d_0000244,t_and_s,0.5579567779960707,1.7922535211267607
482,0000345_07057_d_0000345,t_and_s,0.5579567779960707,1.7922535211267607
483,0000346_00001_d_0000346,t_and_s,0.5579567779960707,1.7922535211267607
484,0000346_01961_d_0000356,t_and_s,0.5579567779960707,1.7922535211267607
485,0000346_02549_d_0000359,t_and_s,0.5579567779960707,1.7922535211267607
487,0000346_07057_d_0000382,t_and_s,0.5579567779960707,1.7922535211267607
489,0000348_03333_d_0000423,t_and_s,0.5579567779960707,1.7922535211267607
491,0000356_01177_d_0000635,t_and_s,0.5579567779960707,1.7922535211267607
492,0000356_01569_d_0000637,t_and_s,0.5579567779960707,1.7922535211267607
495,0000356_02157_d_0000640,t_and_s,0.5579567779960707,1.7922535211267607
497,0000356_02745_d_0000643,t_and_s,0.5579567779960707,1.7922535211267607
498,0000356_02941_d_0000644,t_and_s,0.5579567779960707,1.7922535211267607
501,0000356_03725_d_0000648,t_and_s,0.5579567779960707,1.7922535211267607
502,0000356_03921_d_0000649,t_and_s,0.5579567779960707,1.7922535211267607
506,0000356_04901_d_0000654,t_and_s,0.5579567779960707,1.7922535211267607
510,0000359_00589_d_0000702,t_and_s,0.5579567779960707,1.7922535211267607
511,0000359_00785_d_0000703,t_and_s,0.5579567779960707,1.7922535211267607
514,0000359_01373_d_0000706,s_only,0.5833333333333334,1.7142857142857142
517,0000359_02549_d_0000709,t_and_s,0.5579567779960707,1.7922535211267607
518,0000359_03333_d_0000711,t_and_s,0.5579567779960707,1.7922535211267607
519,0000359_03529_d_0000712,s_only,0.5833333333333334,1.7142857142857142
520,0000360_00001_d_0000713,t_and_s,0.5579567779960707,1.7922535211267607
521,0000360_00197_d_0000714,t_and_s,0.5579567779960707,1.7922535211267607
522,0000360_00393_d_0000715,t_and_s,0.5579567779960707,1.7922535211267607
523,0000360_00589_d_0000716,t_and_s,0.5579567779960707,1.7922535211267607
526,0000360_02353_d_0000725,t_and_s,0.5579567779960707,1.7922535211267607
527,0000360_02745_d_0000727,t_and_s,0.5579567779960707,1.7922535211267607
528,0000360_02941_d_0000728,t_and_s,0.5579567779960707,1.7922535211267607
530,0000360_03333_d_0000730,t_and_s,0.5579567779960707,1.7922535211267607
531,0000360_03529_d_0000731,t_and_s,0.5579567779960707,1.7922535211267607
532,0000360_03921_d_0000733,t_and_s,0.5579567779960707,1.7922535211267607
533,0000360_04117_d_0000734,t_and_s,0.5579567779960707,1.7922535211267607
536,0000360_05685_d_0000742,t_and_s,0.5579567779960707,1.7922535211267607
538,0000360_06665_d_0000747,t_and_s,0.5579567779960707,1.7922535211267607
541,0000360_07253_d_0000750,s_only,0.5833333333333334,1.7142857142857142
542,0000360_07645_d_0000752,s_only,0.5833333333333334,1.7142857142857142
543,0000364_00589_d_0000798,t_and_s,0.5579567779960707,1.7922535211267607
544,0000364_01177_d_0000799,t_and_s,0.5579567779960707,1.7922535211267607
546,0000364_01569_d_0000781,t_and_s,0.5579567779960707,1.7922535211267607
