image_id,gt_id,size_bin,area,o2o_flip_rate,stride_flip_rate,o2m_positive_count,o2o_margin_0,max_iou,best_prediction_score,fn_at_iou50,success_iou75,stability_group
0000001_03999_d_0000007,18,t_8_16,153.47383280843496,0.0,0.0,3.0,0.16528931829075558,0.8192023808340878,0.62446,0,1,stable
0000001_03999_d_0000007,19,t_8_16,103.12637329101562,0.0,0.0,4.0,0.9405856280046107,0.8609809149162708,0.62446,0,1,stable
0000001_03999_d_0000007,20,t_8_16,137.5018310546875,0.0,0.0,1.0,0.9837330781015515,0.8312638117962556,0.62446,0,1,stable
0000001_03999_d_0000007,21,t_8_16,104.17073569446802,0.0,0.0,1.0,0.9986761801783597,0.6561599368535613,0.62446,0,0,stable
0000001_03999_d_0000007,22,t_8_16,142.18055725097656,0.0,0.0,2.0,0.8667052076267995,0.8020820519414047,0.62446,0,1,stable
0000001_03999_d_0000007,23,t_8_16,118.05772563070059,0.25,0.25,2.0,0.23695758166055364,0.6372687659395612,0.62446,0,0,mild
0000001_03999_d_0000007,24,t_8_16,145.14278838038445,0.0,0.0,2.0,0.8327092536118701,0.7137217565183565,0.62446,0,0,stable
0000001_03999_d_0000007,25,t_8_16,125.00325517356396,0.25,0.0,2.0,0.8184987568244738,0.790721274972514,0.62446,0,1,mild
0000001_03999_d_0000007,26,s_16_32,261.2844509482384,0.0,0.0,3.0,0.9717144975324947,0.9228535672629088,0.87898,0,1,stable
0000001_03999_d_0000007,27,t_8_16,149.31133696436882,0.0,0.0,2.0,0.9353375942823043,0.8744521956791321,0.87898,0,1,stable
0000001_03999_d_0000007,28,t_8_16,233.333740234375,0.0,0.0,4.0,0.9847030554292265,0.8715965226575102,0.87898,0,1,stable
0000001_03999_d_0000007,29,t_8_16,82.6380835622549,0.0,0.0,3.0,0.9434377745939323,0.8091617065232074,0.87898,0,1,stable
0000001_03999_d_0000007,30,t_8_16,236.80836148560047,0.0,0.0,4.0,0.748594519021497,0.6394968155174662,0.87898,0,0,stable
0000001_03999_d_0000007,31,t_8_16,176.04563393443823,0.0,0.0,1.0,0.9432589845165176,0.5942013941688258,0.62446,0,0,stable
0000001_03999_d_0000007,32,t_8_16,103.12248229980469,0.5,0.5,0.0,,0.48810460505215025,0.62446,1,0,mild
0000001_03999_d_0000007,33,t_8_16,231.59812077879906,0.0,0.0,3.0,0.961592219500823,0.5665808670002085,0.87898,0,0,stable
0000001_03999_d_0000007,34,t_8_16,138.54571025818586,0.5,0.0,2.0,0.42738833605445514,0.6797262570388323,0.69174,0,0,mild
0000001_03999_d_0000007,35,t_8_16,105.55050322413445,0.0,0.0,4.0,0.9789491773246889,0.8378160480493623,0.69174,0,1,stable
0000001_03999_d_0000007,36,t_8_16,103.29509314149618,0.5,0.0,4.0,0.6231724345340252,0.0,0.87898,1,0,mild
0000001_03999_d_0000007,37,t_8_16,156.59377203136683,0.0,0.0,0.0,,0.6638444651821536,0.69174,0,0,stable
0000001_03999_d_0000007,38,t_8_16,88.54151406884193,0.0,0.0,5.0,0.7329520458947774,0.8430901327608915,0.87898,0,1,stable
0000001_03999_d_0000007,39,s_16_32,732.2842406630516,0.0,0.0,10.0,0.711789284710873,0.0,0.09966,1,0,stable
0000001_03999_d_0000007,40,t_8_16,105.72362262010574,0.5,0.5,0.0,,0.6330296135550285,0.62446,0,0,mild
0000001_03999_d_0000007,41,t_8_16,116.66158032417297,0.25,0.25,2.0,0.342966168437918,0.0,0.62446,1,0,mild
0000001_03999_d_0000007,42,t_8_16,76.73465305566788,0.25,0.25,0.0,,0.0,0.62446,1,0,mild
0000001_03999_d_0000007,43,t_8_16,199.13188509643078,0.0,0.0,3.0,0.9938198532523775,0.6671222810455584,0.87898,0,0,stable
0000001_03999_d_0000007,44,t_8_16,137.50198359787464,0.5,0.25,1.0,0.9013659220856325,0.5834916299209163,0.87898,0,0,mild
0000001_03999_d_0000007,45,t_8_16,71.87393188476562,0.25,0.25,0.0,,0.5459381491917097,0.62446,0,0,mild
0000001_03999_d_0000007,46,t_8_16,67.88000319898129,0.25,0.25,0.0,,0.3872841593754825,0.62446,1,0,mild
0000001_03999_d_0000007,47,t_8_16,185.06755405291915,0.0,0.0,5.0,0.8988244574471663,0.8333566046957016,0.87898,0,1,stable
0000001_04527_d_0000008,0,s_16_32,291.6623941361904,0.25,0.0,7.0,0.9104946667589744,0.8494966931584833,0.6855,0,1,mild
0000001_04527_d_0000008,1,t_8_16,225.69949677586555,0.25,0.25,2.0,0.5548881413320653,0.9026675727167682,0.52803,0,1,mild
0000001_04527_d_0000008,2,s_16_32,284.38115434348583,0.25,0.0,6.0,0.7393717336213268,0.8820257342749032,0.6855,0,1,mild
0000001_04527_d_0000008,3,t_8_16,230.21438598632812,0.75,0.5,1.0,0.7537266041790579,0.655440815773364,0.52803,0,0,high
0000001_04527_d_0000008,4,t_8_16,159.7194586917758,0.0,0.0,1.0,0.8602169825617211,0.9398313631988219,0.52803,0,1,stable
0000001_04527_d_0000008,5,t_8_16,251.55759177356958,0.0,0.0,3.0,0.9763158999376615,0.8295735509306521,0.6855,0,1,stable
0000001_04527_d_0000008,6,t_8_16,195.31644187122583,0.25,0.0,2.0,0.09431141497897899,0.8600100589089538,0.52803,0,1,mild
0000001_04527_d_0000008,7,t_8_16,164.23175385594368,0.25,0.0,2.0,0.9119975775926917,0.8793338765518581,0.52803,0,1,mild
0000001_04527_d_0000008,8,s_16_32,292.18681325018406,1.0,0.0,5.0,0.16115281797759876,0.5740099834677224,0.6855,0,0,high
0000001_04527_d_0000008,9,s_16_32,261.2831539288163,0.75,0.0,5.0,0.04357363229368106,0.352978322371287,0.6855,1,0,high
0000001_04527_d_0000008,10,s_16_32,318.7384034246206,0.25,0.0,7.0,0.38108850109948694,0.8848269072171534,0.6855,0,1,mild
0000001_04527_d_0000008,11,s_16_32,280.7344054579735,0.0,0.0,7.0,0.8078117465320416,0.6931018763855354,0.6855,0,0,stable
0000001_04527_d_0000008,12,t_8_16,252.77245416492224,0.0,0.0,7.0,0.7967945649838137,0.8533932278094957,0.6855,0,1,stable
0000001_04527_d_0000008,13,t_8_16,130.55146952718496,0.0,0.0,4.0,0.9712290566447287,0.7418738681458081,0.76523,0,0,stable
0000001_04527_d_0000008,14,t_8_16,185.9273529574275,0.25,0.0,4.0,0.9728102292570476,0.7473342029974711,0.76523,0,0,mild
0000001_04527_d_0000008,15,t_8_16,115.10142009332776,0.25,0.0,5.0,0.4952470535122196,0.7870215323765253,0.76523,0,1,mild
0000001_04527_d_0000008,16,s_16_32,313.2000562995672,0.0,0.0,6.0,0.060141227925973054,0.7639691429435046,0.6855,0,1,stable
0000001_04527_d_0000008,17,s_16_32,269.1038683131337,0.25,0.0,7.0,0.5716136948704085,0.890153908619395,0.6855,0,1,mild
0000001_04527_d_0000008,18,t_8_16,211.98394777998328,0.0,0.0,4.0,0.8266705113206801,0.730705671345378,0.6855,0,0,stable
0000001_04527_d_0000008,19,t_8_16,123.95520526915789,0.0,0.0,2.0,0.5982591884787767,0.0,0.6855,1,0,stable
0000001_04527_d_0000008,20,t_8_16,248.44604493677616,0.0,0.0,4.0,0.9090208021058171,0.720565033378344,0.6855,0,0,stable
0000001_04527_d_0000008,21,t_8_16,166.6708373501897,0.0,0.0,4.0,0.9341698866532575,0.0,0.52803,1,0,stable
0000001_04527_d_0000008,22,t_8_16,155.7268524169922,0.25,0.25,0.0,0.9001846920625116,0.7941880176001515,0.52803,0,1,mild
0000001_04527_d_0000008,23,t_8_16,108.3282979503274,0.0,0.0,4.0,0.7259057276538844,0.7795385394352004,0.76523,0,1,stable
0000001_04527_d_0000008,24,t_8_16,87.50356034934521,0.0,0.0,3.0,0.6381774780581622,0.7546751904126603,0.76523,0,1,stable
0000001_04527_d_0000008,25,t_8_16,187.49679565429688,0.0,0.0,3.0,0.9684242498542386,0.0,0.6855,1,0,stable
0000001_04527_d_0000008,26,t_8_16,192.18658447265625,0.0,0.0,3.0,0.985332036777919,0.0,0.6855,1,0,stable
0000001_04527_d_0000008,28,t_8_16,88.53508003801107,0.5,0.5,2.0,0.1908708648554145,0.7097171456676364,0.76523,0,0,mild
0000001_04527_d_0000008,29,t_8_16,194.4458854943514,0.5,0.5,0.0,0.24956216507044487,0.1323091823127904,0.6855,1,0,mild
0000001_04527_d_0000008,30,t_8_16,125.34786647558212,0.75,0.0,3.0,0.28297841328458634,0.0,0.52803,1,0,high
0000001_04527_d_0000008,31,t_8_16,65.45439828187227,0.5,0.25,1.0,0.8723005717977488,0.007842846589628498,0.52803,1,0,mild
0000001_04527_d_0000008,32,t_8_16,161.4593505859375,0.25,0.25,3.0,0.22375105399194348,0.8035113248735516,0.6855,0,1,mild
0000001_04527_d_0000008,34,t_8_16,123.9503225646913,0.0,0.0,1.0,0.9893666373682061,0.8817620008310418,0.52803,0,1,stable
0000001_04527_d_0000008,36,t_8_16,106.248779296875,0.0,0.0,2.0,0.9895218461893244,0.7631232720554324,0.6855,0,1,stable
0000001_04527_d_0000008,37,t_8_16,93.74374394118786,0.25,0.0,5.0,0.5293286329679112,0.8933110578574553,0.76523,0,1,mild
0000001_04527_d_0000008,38,s_16_32,397.22764755785465,0.0,0.0,7.0,0.9992009668805254,0.9417349383617336,0.86706,0,1,stable
0000001_04527_d_0000008,39,t_8_16,177.7837457060814,0.25,0.0,5.0,0.36296742392295417,0.7477759792377673,0.6855,0,0,mild
0000001_04527_d_0000008,40,t_8_16,129.85619443655014,0.0,0.0,0.0,,0.1641457990069299,0.6855,1,0,stable
0000001_04527_d_0000008,42,t_8_16,70.83221435546875,0.25,0.25,1.0,0.9953431891296389,0.6142301132461151,0.76523,0,0,mild
0000001_04527_d_0000008,43,t_8_16,66.83815851807594,0.0,0.0,4.0,0.6559075830661877,0.6038528678483411,0.76523,0,0,stable
0000001_04527_d_0000008,44,s_16_32,266.669921875,0.0,0.0,6.0,0.8243819965702094,0.0,0.21648,1,0,stable
0000001_04527_d_0000008,45,t_8_16,107.81440729647875,0.5,0.25,2.0,0.18649744221670284,0.6098322507004442,0.6855,0,0,mild
0000001_04527_d_0000008,46,t_8_16,107.8150939643383,0.0,0.0,1.0,0.9981720325485626,0.46014284844339803,0.6855,1,0,stable
0000001_04527_d_0000008,47,s_16_32,257.295328758657,0.0,0.0,5.0,0.9880741830031053,0.8759395188254627,0.88673,0,1,stable
0000001_04527_d_0000008,53,t_8_16,107.81089782714844,0.0,0.0,2.0,0.9097036398952297,0.495448388313393,0.6855,1,0,stable
0000001_04527_d_0000008,54,s_16_32,387.50033056363463,0.0,0.0,8.0,0.9832765338324871,0.90454594136237,0.88673,0,1,stable
0000001_04527_d_0000008,56,t_8_16,173.43910217285156,0.0,0.0,4.0,0.9963253958076443,0.8316732230453002,0.88673,0,1,stable
0000001_04527_d_0000008,58,t_8_16,110.76117622852325,0.25,0.0,2.0,0.840948547333564,0.0,0.6855,1,0,mild
0000001_04527_d_0000008,59,t_8_16,100.69647045433521,0.0,0.0,0.0,,0.0,0.32749,1,0,stable
0000001_04527_d_0000008,62,s_16_32,412.49622344970703,0.0,0.0,8.0,0.9202249884825383,0.0,0.88673,1,0,stable
0000001_04527_d_0000008,63,s_16_32,303.46615263819695,0.0,0.0,3.0,0.7526495728185115,0.0,0.88673,1,0,stable
0000001_04527_d_0000008,66,t_8_16,103.1231689453125,0.25,0.0,4.0,0.177299531268356,0.0,0.6855,1,0,mild
0000001_04527_d_0000008,68,t_8_16,102.0785268060863,0.0,0.0,1.0,,0.7855600221047063,0.6855,0,1,stable
0000001_04527_d_0000008,71,t_8_16,72.9156494140625,0.25,0.25,4.0,0.13261042119242356,0.5711980738056242,0.76523,0,0,mild
0000001_04527_d_0000008,72,t_8_16,141.31824067234993,0.5,0.0,2.0,0.15455589742352402,0.6420301968673925,0.6855,0,0,mild
0000001_04527_d_0000008,73,t_8_16,134.89331559836864,0.25,0.0,3.0,0.6235362670346717,0.5369052945304156,0.6855,0,0,mild
0000001_04527_d_0000008,74,t_8_16,164.23450043797493,0.0,0.0,3.0,0.9865756521629807,0.8335566331207526,0.6855,0,1,stable
0000001_04527_d_0000008,75,t_8_16,213.5409291498363,0.0,0.0,3.0,0.8631384528744029,0.8380851898853737,0.6855,0,1,stable
0000001_04527_d_0000008,76,t_8_16,176.04596455022693,0.0,0.0,4.0,0.9465910429644399,0.83219128548255,0.6855,0,1,stable
0000001_04527_d_0000008,77,t_8_16,129.85619443655014,0.25,0.25,1.0,0.7923091336218153,0.7015979850838482,0.6855,0,0,mild
0000001_04527_d_0000008,78,t_8_16,204.16702270507812,0.25,0.0,4.0,0.17928791658272453,0.8500163786287107,0.6855,0,1,mild
0000001_04527_d_0000008,79,t_8_16,213.8937039077282,0.25,0.25,5.0,0.5292628054294481,0.758569950570886,0.6855,0,1,mild
0000001_04527_d_0000008,80,t_8_16,106.76483152806759,0.0,0.0,4.0,0.9591054939976037,0.7911220388781343,0.76523,0,1,stable
0000001_04527_d_0000008,81,t_8_16,161.46011352539062,0.25,0.25,4.0,0.6743555818814415,0.0,0.6855,1,0,mild
0000001_04527_d_0000008,82,t_8_16,128.6476643793285,0.0,0.0,6.0,0.7554692920195332,0.9404223737159477,0.6855,0,1,stable
0000001_04527_d_0000008,84,t_8_16,97.21671216189861,0.5,0.25,0.0,0.5735079071548821,0.0,0.52803,1,0,mild
0000001_04527_d_0000008,85,t_8_16,198.61270478367805,0.0,0.0,3.0,0.8093906033200665,0.0,0.6855,1,0,stable
0000001_04527_d_0000008,86,t_8_16,206.42271253466606,0.25,0.25,2.0,0.8640185468991834,0.03623134986026028,0.6855,1,0,mild
0000001_04527_d_0000008,87,t_8_16,122.21991640329361,0.0,0.0,1.0,0.9381419684003038,0.0,0.52803,1,0,stable
0000001_04527_d_0000008,88,t_8_16,171.6990322507918,0.0,0.0,3.0,0.9403033834701315,0.0,0.52803,1,0,stable
0000001_04527_d_0000008,89,t_8_16,159.72820710390806,0.0,0.0,4.0,0.7012914067200401,0.781228886797133,0.6855,0,1,stable
0000001_04527_d_0000008,90,t_8_16,154.16659036651254,0.25,0.25,0.0,0.4832901008775553,0.5495627591535382,0.52803,0,0,mild
0000001_04527_d_0000008,91,t_8_16,239.58211259543896,0.25,0.0,3.0,0.025034089775544586,0.789081381757945,0.6855,0,1,mild
0000001_04527_d_0000008,92,t_8_16,166.66788733005524,0.0,0.0,4.0,0.979491374285427,0.8343405260146085,0.6855,0,1,stable
0000001_04527_d_0000008,93,t_8_16,138.5332235097885,0.0,0.0,3.0,0.8822798613233682,0.4797105272885493,0.52803,1,0,stable
0000001_04527_d_0000008,94,t_8_16,145.13556587696075,0.5,0.25,2.0,0.3247118866889016,0.3536783663839255,0.52803,1,0,mild
0000001_04527_d_0000008,95,t_8_16,94.43891743570566,0.0,0.0,2.0,0.4119180688626119,0.595097936868328,0.52803,0,0,stable
0000001_04527_d_0000008,96,t_8_16,114.58709719777107,0.25,0.25,1.0,,0.5220293655827957,0.52803,0,0,mild
0000001_04527_d_0000008,97,t_8_16,191.668701171875,0.0,0.0,4.0,0.9564585436765196,0.8478688505858532,0.6855,0,1,stable
0000001_04527_d_0000008,98,t_8_16,145.14342416077852,0.0,0.0,4.0,0.8141341123283221,0.8107053642662869,0.76523,0,1,stable
0000001_04527_d_0000008,99,t_8_16,114.57725521177053,0.0,0.0,6.0,0.9374674267366766,0.8749584463593845,0.76523,0,1,stable
0000001_04527_d_0000008,100,s_16_32,350.001220703125,0.0,0.0,4.0,0.9037098875418936,0.0,0.6855,1,0,stable
0000001_04527_d_0000008,101,t_8_16,164.05441278219223,0.25,0.0,4.0,0.5971787511952941,0.6020831810938845,0.76523,0,0,mild
0000001_04527_d_0000008,102,t_8_16,199.64903090894222,0.5,0.0,6.0,0.007364026124615143,0.7097628695547361,0.76523,0,0,mild
0000001_04527_d_0000008,103,s_16_32,394.44654673337936,0.75,0.5,10.0,0.21252779048655984,0.0,0.32749,1,0,high
0000001_04527_d_0000008,104,s_16_32,641.67236328125,0.0,0.0,10.0,0.877267190097679,0.899863115380235,0.6855,0,1,stable
0000001_04527_d_0000008,105,t_8_16,233.33913169056177,0.0,0.0,5.0,0.9307388579523662,0.8439309754165851,0.6855,0,1,stable
0000001_04527_d_0000008,106,t_8_16,249.1283247321844,0.0,0.0,5.0,0.7103070641893566,0.0,0.6855,1,0,stable
0000001_04527_d_0000008,107,t_8_16,150.00834155082703,0.25,0.0,4.0,0.33591237139798413,0.7266242248366728,0.52803,0,0,mild
0000001_04527_d_0000008,108,t_8_16,178.1318155527115,0.0,0.0,3.0,0.9590468156236223,0.8030256343011919,0.52803,0,1,stable
0000001_04527_d_0000008,109,t_8_16,217.71301266551018,0.0,0.0,4.0,0.7923789956754703,0.48279125822296826,0.52803,1,0,stable
0000001_04527_d_0000008,110,t_8_16,157.98806078732014,0.0,0.0,2.0,0.8375208841994175,0.7169706523359375,0.52803,0,0,stable
0000001_04527_d_0000008,111,t_8_16,130.90666030347347,0.0,0.0,2.0,0.8979533549388675,0.40398928039637744,0.52803,1,0,stable
0000001_04527_d_0000008,112,t_8_16,127.59579983353615,0.0,0.0,2.0,0.6975849309415065,0.5831971866864539,0.76523,0,0,stable
0000001_04527_d_0000008,113,s_16_32,939.5746867060661,0.0,0.0,10.0,0.7366435890231018,0.7984835171766934,0.21648,0,1,stable
0000001_04527_d_0000008,114,s_16_32,507.644657574594,0.25,0.25,9.0,0.04797586391733324,0.6356620900760037,0.61242,0,0,mild
0000001_05249_d_0000009,3,s_16_32,987.498779296875,0.0,0.0,10.0,0.9990320439019923,0.8778589347176734,0.9368,0,1,stable
0000001_05249_d_0000009,4,s_16_32,853.1356811001897,0.0,0.0,10.0,0.9992355710683537,0.8843202805149534,0.9368,0,1,stable
0000001_05249_d_0000009,5,s_16_32,813.546142578125,0.0,0.0,10.0,0.9992245168619504,0.856626869551471,0.9368,0,1,stable
0000001_05249_d_0000009,6,s_16_32,503.4628465846181,0.0,0.0,10.0,0.9990157226915737,0.9220409014712444,0.9368,0,1,stable
0000001_05249_d_0000009,7,s_16_32,520.8297729492188,0.0,0.0,8.0,0.9970250530206266,0.9043211546724089,0.9368,0,1,stable
0000001_05249_d_0000009,8,s_16_32,656.6002569794655,0.0,0.0,10.0,0.9973622943390973,0.9236217313571057,0.9368,0,1,stable
0000001_05249_d_0000009,9,s_16_32,520.831298828125,0.0,0.0,8.0,0.995137029516135,0.8449673164281076,0.9368,0,1,stable
0000001_05249_d_0000009,10,s_16_32,455.20497631281614,0.0,0.0,7.0,0.9998418444611162,0.962849842883994,0.9368,0,1,stable
0000001_05249_d_0000009,11,s_16_32,752.0818837210536,0.0,0.0,10.0,0.9916391579423482,0.7572856340593845,0.9368,0,1,stable
0000001_05249_d_0000009,12,s_16_32,655.5528936982155,0.0,0.0,10.0,0.9988585499043056,0.8374532489643259,0.9368,0,1,stable
0000001_05249_d_0000009,13,s_16_32,543.7435913085938,0.0,0.0,9.0,0.998225877767913,0.8473542987133845,0.9368,0,1,stable
0000001_05249_d_0000009,14,s_16_32,552.081298828125,0.0,0.0,9.0,0.9989751837054639,0.8491486445400994,0.9368,0,1,stable
0000001_05249_d_0000009,15,s_16_32,487.1606784686446,0.0,0.0,6.0,0.9987745855111293,0.7352334705996751,0.9368,0,0,stable
0000001_05249_d_0000009,16,s_16_32,590.281405955553,0.0,0.0,9.0,0.9888146082337116,0.8611356914909075,0.9368,0,1,stable
0000001_05249_d_0000009,17,s_16_32,588.8820563480258,0.0,0.0,10.0,0.9968805188828179,0.8312290706522806,0.9368,0,1,stable
0000001_05249_d_0000009,18,s_16_32,489.58740234375,0.0,0.0,8.0,0.9950505472438366,0.8638217531152115,0.9368,0,1,stable
0000001_05249_d_0000009,19,s_16_32,651.0289510656148,0.0,0.0,8.0,0.9956569925622658,0.797342298886176,0.9368,0,1,stable
0000001_05249_d_0000009,20,s_16_32,747.7507570236921,0.0,0.0,10.0,0.9891121854610708,0.8850299191973663,0.9368,0,1,stable
0000001_05249_d_0000009,21,s_16_32,375.3447383530438,0.0,0.0,5.0,0.9967912859908996,0.8528793371031808,0.9368,0,1,stable
0000001_05249_d_0000009,22,t_8_16,255.20673115178943,0.0,0.0,4.0,0.9982649927034092,0.7184096613209083,0.9368,0,0,stable
0000001_05249_d_0000009,23,s_16_32,277.5998179242015,0.0,0.0,5.0,0.9994505058133678,0.9061011448600622,0.9368,0,1,stable
0000001_05249_d_0000009,24,s_16_32,368.05228339880705,0.0,0.0,7.0,0.9988619526397725,0.9065263062696177,0.9368,0,1,stable
0000001_05249_d_0000009,25,s_16_32,379.163004539907,0.0,0.0,8.0,0.9990344327109912,0.9022386321275675,0.9368,0,1,stable
